Sr_no,Cases,Education,Applicant_Income,Family_Income,Total_assets,Business_type,Credit,Loan_Amount,Loan_Amount_Term,Rating_Reviewportal,Daily_Sales,Competition,Rent_Wages,Size_Shop,Location,Supply,Total_Workers,No_customers,Freq_Supply_pay,Nature,Loan_Status
1333,3,Graduate,3816,754,1,No,No,160,360,5,0,5,2,2,3,1,4,5,1,3,Y
1334,2,Graduate,3052,1030,0,Yes,Yes,100,360,0,5,2,5,1,2,3,0,3,4,2,Y
1335,0,Graduate,11417,1126,0,Yes,Yes,225,360,3,3,2,2,3,2,5,7,4,1,1,Y
1336,4,Not Graduate,7333,0,1,Yes,No,120,360,2,5,2,0,2,3,1,2,3,3,2,N
1337,3,Graduate,3800,3600,1,Yes,Yes,216,360,2,2,1,1,0,3,3,3,1,5,4,N
1338,3,Not Graduate,2071,754,2,No,No,94,480,3,1,5,2,4,0,3,3,2,0,0,Y
1339,0,Graduate,5316,0,3,No,Yes,136,360,1,1,3,1,2,4,4,3,5,1,3,Y
1340,3,Graduate,2929,2333,0,Yes,No,139,360,2,2,2,1,2,0,3,1,2,1,1,Y
1341,0,Not Graduate,3572,4114,0,No,No,152,,0,1,1,0,2,2,5,1,1,5,0,N
1342,2,Graduate,7451,0,0,No,Yes,,360,0,3,5,2,4,4,4,5,2,3,0,Y
1343,1,Graduate,5050,0,3,No,No,118,360,4,4,4,3,1,3,1,3,0,4,5,Y
1344,1,Graduate,14583,0,2,No,Yes,185,180,5,4,0,2,0,5,0,1,0,5,4,Y
1345,2,Graduate,3167,2283,3,No,No,154,360,5,5,4,2,5,0,0,2,3,5,0,Y
1346,3,Graduate,2214,1398,3,No,Yes,85,360,5,0,5,4,4,2,5,6,4,1,2,Y
1347,4,Graduate,5568,2142,4,Yes,Yes,175,360,2,5,1,1,4,0,0,3,1,3,3,N
1348,3,Graduate,10408,0,3,No,Yes,259,360,2,3,4,0,3,4,3,4,2,0,0,Y
1349,1,Graduate,5667,2667,0,Yes,Yes,180,360,0,0,4,2,4,4,4,3,3,0,2,Y
1350,4,Graduate,4166,0,4,No,No,44,360,3,3,2,1,1,5,5,3,3,3,4,Y
1351,1,Graduate,2137,8980,0,Yes,Yes,137,360,3,1,1,5,4,3,4,3,4,5,4,Y
1352,0,Graduate,2957,0,4,Yes,No,81,360,0,4,5,3,4,2,1,1,2,3,1,Y
1353,3,Not Graduate,4300,2014,2,No,No,194,360,0,2,4,0,2,5,1,5,2,0,0,Y
1354,4,Graduate,3692,0,1,No,Yes,93,360,1,5,3,4,4,3,2,5,4,4,1,Y
1355,4,Graduate,23803,0,0,Yes,No,370,360,1,3,4,3,0,3,0,2,1,2,5,Y
1356,4,Graduate,3865,1640,0,No,No,,360,1,2,1,2,5,4,2,2,4,1,5,Y
1357,1,Graduate,10513,3850,4,No,Yes,160,180,4,4,3,4,4,0,1,1,3,1,1,N
1358,2,Graduate,6080,2569,3,Yes,Yes,182,360,0,1,0,4,5,4,3,4,4,3,2,N
1359,1,Graduate,20166,0,5,No,Yes,650,480,5,1,2,5,1,0,3,4,0,0,2,Y
1360,2,Graduate,2014,1929,4,No,Yes,74,360,2,4,5,5,5,0,4,1,5,3,0,Y
1361,1,Graduate,2718,0,5,No,Yes,70,360,5,1,4,3,1,4,2,2,2,1,1,Y
1362,2,Graduate,3459,0,2,Yes,Yes,25,120,0,5,5,5,3,0,3,5,4,4,3,Y
1363,3,Graduate,4895,0,3,Yes,Yes,102,360,1,5,0,3,0,1,5,4,3,2,0,Y
1364,4,Graduate,4000,7750,3,No,Yes,290,360,1,1,2,5,2,5,3,5,5,5,5,N
1365,2,Graduate,4583,0,5,No,Yes,84,360,5,3,2,2,0,4,2,6,4,5,4,N
1366,4,Graduate,3316,3500,3,Yes,No,88,360,5,0,1,2,3,1,0,0,4,0,2,Y
1367,0,Graduate,14999,0,5,Yes,Yes,242,360,4,3,1,0,1,2,5,2,2,2,0,N
1368,1,Not Graduate,4200,1430,5,Yes,No,129,360,5,5,5,1,1,1,5,7,1,2,3,N
1369,3,Graduate,5042,2083,4,No,Yes,185,360,4,5,4,0,4,3,2,4,3,0,5,N
1370,4,Graduate,5417,0,4,Yes,No,168,360,1,1,0,2,0,3,2,4,4,5,1,Y
1371,0,Graduate,6950,0,3,No,Yes,175,180,1,4,4,5,4,3,5,6,0,3,1,Y
1372,1,Graduate,2698,2034,5,Yes,Yes,122,360,5,3,3,5,1,1,0,0,2,4,2,Y
1373,0,Graduate,11757,0,3,No,No,187,180,2,3,5,0,2,5,1,4,4,1,2,Y
1374,4,Graduate,2330,4486,5,No,Yes,100,360,1,1,0,5,1,2,2,5,1,1,2,Y
1375,1,Graduate,14866,0,5,No,No,70,360,5,4,2,2,1,3,2,0,0,1,3,Y
1376,0,Graduate,1538,1425,2,Yes,Yes,30,360,0,3,1,4,1,3,1,4,0,2,2,Y
1377,2,Graduate,10000,1666,1,No,Yes,225,360,0,4,2,3,0,0,4,0,3,1,5,N
1378,0,Graduate,4860,830,3,No,No,125,360,5,4,0,5,0,2,5,5,4,1,3,Y
1379,4,Graduate,6277,0,1,No,Yes,118,360,1,1,4,5,5,3,0,2,2,2,3,N
1380,2,Graduate,2577,3750,5,Yes,Yes,152,360,2,1,2,2,3,1,2,3,1,1,2,Y
1381,2,Graduate,9166,0,5,Yes,No,244,360,1,3,0,2,1,1,0,0,1,0,3,N
1382,2,Not Graduate,2281,0,1,Yes,Yes,113,360,4,0,0,1,0,3,4,6,0,5,4,N
1383,2,Graduate,3254,0,4,No,No,50,360,2,1,3,1,2,4,4,7,1,1,4,Y
1384,4,Graduate,39999,0,5,No,No,600,180,4,5,2,5,2,5,2,0,5,2,4,Y
1385,3,Graduate,6000,0,4,Yes,No,160,360,4,4,0,0,0,0,4,6,1,4,4,Y
1386,2,Graduate,9538,0,2,No,Yes,187,360,5,5,5,5,1,0,3,6,4,3,4,Y
1387,0,Graduate,2980,2083,4,Yes,No,120,360,3,4,3,1,5,5,2,5,5,1,4,Y
1388,0,Graduate,4583,5625,3,Yes,No,255,360,3,1,0,4,0,0,4,5,1,5,5,Y
1389,1,Not Graduate,1863,1041,3,Yes,No,98,360,0,1,3,3,0,0,4,4,5,0,1,Y
1390,4,Graduate,7933,0,3,Yes,Yes,275,360,2,5,4,4,2,4,1,4,4,4,4,N
1391,4,Graduate,3089,1280,5,Yes,Yes,121,360,2,2,4,2,0,4,1,3,5,3,2,N
1392,1,Graduate,4167,1447,1,No,Yes,158,360,1,5,0,5,2,5,2,1,2,4,0,Y
1393,1,Graduate,9323,0,5,Yes,Yes,75,180,5,1,4,3,4,5,5,5,3,3,2,Y
1394,1,Graduate,3707,3166,2,No,No,182,,2,2,4,3,5,0,0,7,5,5,5,Y
1395,2,Graduate,4583,0,2,No,No,112,360,5,4,3,3,0,2,2,4,1,3,0,N
1396,0,Graduate,2439,3333,0,Yes,Yes,129,360,5,5,5,2,5,0,5,5,1,5,2,Y
1397,3,Graduate,2237,0,0,Yes,Yes,63,480,5,1,4,3,5,2,5,2,1,2,2,N
1398,0,Graduate,8000,0,0,No,No,200,360,3,0,5,0,2,4,0,2,5,2,1,Y
1399,4,Not Graduate,1820,1769,1,No,Yes,95,360,4,2,1,4,5,3,2,4,2,4,4,Y
1400,0,Graduate,51763,0,3,No,No,700,300,1,5,2,3,3,3,4,4,1,5,2,Y
1401,2,Not Graduate,3522,0,0,No,Yes,81,180,4,3,2,1,0,0,4,1,1,5,2,N
1402,3,Graduate,5708,5625,1,Yes,Yes,187,360,2,4,1,1,5,4,1,0,4,0,0,Y
1403,2,Not Graduate,4344,736,5,No,Yes,87,360,4,0,3,4,1,5,4,4,5,0,0,N
1404,4,Graduate,3497,1964,5,No,Yes,116,360,2,3,1,0,2,5,2,4,0,2,2,Y
1405,0,Graduate,2045,1619,0,No,Yes,101,360,2,3,1,0,3,5,1,6,5,5,0,Y
1406,2,Graduate,5516,11300,1,Yes,Yes,495,360,5,0,2,2,4,3,5,7,0,4,3,N
1407,1,Graduate,3750,0,1,No,No,116,360,3,3,5,4,3,1,5,7,3,0,3,Y
1408,0,Not Graduate,2333,1451,4,No,No,102,480,2,1,3,4,5,5,3,2,1,2,4,N
1409,2,Graduate,6400,7250,3,Yes,Yes,180,360,0,4,0,4,1,3,3,2,5,3,2,N
1410,2,Graduate,1916,5063,5,Yes,Yes,67,360,1,2,1,3,3,4,4,4,2,5,4,N
1411,3,Graduate,4600,0,4,No,Yes,73,180,4,1,0,0,3,0,1,3,1,3,3,Y
1412,0,Graduate,33846,0,5,Yes,Yes,260,360,1,2,5,2,5,1,2,7,4,1,0,N
1413,1,Graduate,3625,0,5,Yes,Yes,108,360,2,0,3,0,4,5,4,6,2,1,0,Y
1414,2,Graduate,39147,4750,4,No,No,120,360,4,5,1,2,3,5,2,2,4,2,4,Y
1415,1,Graduate,2178,0,4,Yes,No,66,300,4,1,5,4,1,4,5,7,3,1,4,N
1416,3,Graduate,2383,2138,3,Yes,No,58,360,5,1,0,2,1,5,2,0,4,2,0,Y
1417,3,Graduate,674,5296,4,Yes,No,168,360,0,4,5,0,5,0,4,3,3,3,4,Y
1418,0,Graduate,9328,0,5,No,No,188,180,1,3,0,5,0,5,3,1,4,1,1,Y
1419,1,Not Graduate,4885,0,2,Yes,No,48,360,1,0,4,2,2,5,2,2,4,2,2,Y
1420,1,Graduate,12000,0,3,Yes,No,164,360,3,3,3,3,1,1,3,6,0,5,1,N
1421,1,Not Graduate,6033,0,1,Yes,No,160,360,1,3,1,0,0,2,1,1,5,3,1,N
1422,2,Graduate,3858,0,3,No,No,76,360,2,2,5,0,1,0,1,4,2,5,1,Y
1423,4,Graduate,4191,0,3,No,No,120,360,1,0,1,2,4,2,5,2,4,4,4,Y
1424,2,Graduate,3125,2583,4,No,Yes,170,360,3,5,1,3,0,5,4,1,1,5,0,N
1425,2,Graduate,8333,3750,0,No,Yes,187,360,0,0,2,3,4,3,4,6,5,3,3,Y
1426,4,Not Graduate,1907,2365,5,No,No,120,,3,4,4,4,1,5,2,7,1,0,5,Y
1427,0,Graduate,3416,2816,4,Yes,Yes,113,360,0,5,2,3,2,0,5,4,3,5,2,Y
1428,0,Graduate,11000,0,0,No,Yes,83,360,4,0,1,2,0,2,1,2,1,2,4,N
1429,2,Not Graduate,2600,2500,4,Yes,No,90,360,5,3,2,4,5,5,2,6,4,4,4,Y
1430,3,Graduate,4923,0,0,Yes,Yes,166,360,4,1,2,4,0,5,3,2,5,0,0,Y
1431,1,Not Graduate,3992,0,5,Yes,No,,180,4,3,4,4,2,5,1,2,3,0,5,N
1432,4,Not Graduate,3500,1083,4,Yes,No,135,360,1,5,1,1,2,3,5,5,4,5,3,Y
1433,4,Not Graduate,3917,0,1,Yes,No,124,360,4,4,1,2,1,2,4,1,3,1,4,Y
1434,1,Not Graduate,4408,0,4,Yes,No,120,360,4,3,0,4,1,1,4,6,3,2,3,Y
1435,3,Graduate,3244,0,2,No,Yes,80,360,5,3,4,3,5,2,5,7,5,0,4,Y
1436,4,Not Graduate,3975,2531,4,No,No,55,360,0,2,5,3,5,0,0,5,0,3,5,Y
1437,4,Graduate,2479,0,4,Yes,Yes,59,360,2,2,3,5,4,3,4,4,2,1,1,Y
1438,0,Graduate,3418,0,4,No,No,127,360,5,0,1,4,3,0,4,1,2,2,0,N
1439,4,Graduate,10000,0,0,No,No,214,360,2,1,5,0,0,3,2,2,2,5,4,N
1440,2,Graduate,3430,1250,2,Yes,Yes,128,360,4,3,4,1,4,5,1,2,3,4,4,N
1441,0,Graduate,7787,0,3,Yes,Yes,240,360,5,3,0,1,1,1,1,5,4,1,1,Y
1442,1,Not Graduate,5703,0,4,Yes,No,130,360,0,3,5,2,0,5,4,6,4,0,4,Y
1443,0,Graduate,3173,3021,1,No,No,137,360,0,0,4,2,0,4,4,3,2,0,3,Y
1444,0,Not Graduate,3850,983,3,Yes,Yes,100,360,5,4,2,2,5,4,3,0,2,3,3,Y
1445,4,Graduate,150,1800,4,Yes,Yes,135,360,2,5,1,2,5,3,1,2,4,0,3,N
1446,2,Graduate,3727,1775,1,Yes,Yes,131,360,5,5,5,4,1,4,3,2,4,3,0,Y
1447,2,Graduate,5000,0,4,Yes,Yes,72,360,1,5,0,0,0,0,3,0,2,0,4,N
1448,4,Graduate,4283,2383,1,No,No,127,360,2,5,0,1,1,2,3,3,0,2,2,Y
1449,4,Graduate,2221,0,5,Yes,Yes,60,360,5,0,0,0,1,1,1,6,2,4,2,N
1450,3,Graduate,4009,1717,0,Yes,Yes,116,360,1,4,2,1,0,4,1,2,0,4,4,Y
1451,0,Graduate,2971,2791,2,Yes,Yes,144,360,2,3,2,2,2,5,4,0,0,5,3,Y
1452,2,Graduate,7578,1010,3,Yes,No,175,,4,0,1,4,2,2,4,1,5,0,2,Y
1453,0,Graduate,6250,0,4,Yes,Yes,128,360,3,3,0,3,3,2,3,1,4,3,3,Y
1454,0,Graduate,3250,0,1,Yes,Yes,170,360,2,5,0,2,0,2,2,4,2,2,0,N
1455,1,Not Graduate,4735,0,2,Yes,Yes,138,360,1,4,5,0,0,4,2,5,3,5,4,N
1456,1,Graduate,6250,1695,0,Yes,No,210,360,5,2,5,2,5,0,2,6,3,5,0,Y
1457,3,Graduate,4758,0,3,Yes,Yes,158,480,3,2,4,2,2,1,4,2,1,4,0,Y
1458,3,Graduate,6400,0,0,Yes,Yes,200,360,2,4,1,0,4,2,1,0,0,2,4,Y
1459,3,Graduate,2491,2054,0,Yes,Yes,104,360,2,0,5,1,4,5,3,4,5,5,2,Y
1460,3,Graduate,3716,0,3,No,No,42,180,3,3,3,0,2,4,5,0,1,1,2,Y
1461,4,Not Graduate,3189,2598,4,No,No,120,,2,0,2,2,3,1,4,2,1,3,3,Y
1462,2,Graduate,8333,0,1,Yes,Yes,280,360,4,3,0,3,4,3,1,0,5,0,0,Y
1463,4,Graduate,3155,1779,1,No,Yes,140,360,0,0,5,2,2,0,4,5,2,3,0,Y
1464,2,Graduate,5500,1260,3,Yes,Yes,170,360,3,0,1,0,5,5,1,6,2,5,0,Y
1465,4,Graduate,5746,0,2,No,No,255,360,0,4,4,3,5,4,2,7,2,2,4,N
1466,3,Graduate,3463,0,4,Yes,No,122,360,1,5,1,3,2,4,5,1,1,5,5,Y
1467,2,Graduate,3812,0,2,Yes,No,112,360,3,3,5,3,2,4,1,5,3,2,5,Y
1468,1,Graduate,3315,0,5,Yes,Yes,96,360,1,2,0,5,0,3,0,0,3,3,2,Y
1469,2,Graduate,5819,5000,1,Yes,Yes,120,360,2,1,1,3,2,2,5,4,3,3,0,Y
1470,4,Not Graduate,2510,1983,5,Yes,Yes,140,180,1,0,1,4,3,4,3,0,2,2,1,N
1471,3,Graduate,2965,5701,2,No,Yes,155,60,0,2,4,2,0,2,2,4,3,0,4,Y
1472,3,Graduate,6250,1300,2,Yes,Yes,108,360,3,3,0,1,1,0,3,7,4,4,3,Y
1473,3,Not Graduate,3406,4417,2,No,No,123,360,3,3,0,4,0,0,0,1,4,0,5,Y
1474,2,Graduate,6050,4333,3,Yes,Yes,120,180,3,4,1,0,5,2,2,0,2,1,0,N
1475,2,Graduate,9703,0,2,No,Yes,112,360,4,1,3,2,2,4,4,2,3,0,4,Y
1476,4,Not Graduate,6608,0,5,Yes,No,137,180,1,1,2,4,5,2,1,7,4,2,5,Y
1477,2,Graduate,2882,1843,5,No,Yes,123,480,2,4,4,3,2,4,2,1,3,2,0,Y
1478,2,Graduate,1809,1868,5,Yes,Yes,90,360,4,0,5,4,1,4,1,0,1,5,5,Y
1479,4,Not Graduate,1668,3890,0,No,No,201,360,2,5,1,3,0,4,5,0,5,1,1,N
1480,4,Graduate,3427,0,1,Yes,No,138,360,2,3,0,0,5,2,4,5,2,3,3,N
1481,0,Not Graduate,2583,2167,1,Yes,Yes,104,360,2,5,0,0,5,4,5,1,2,2,2,Y
1482,2,Not Graduate,2661,7101,4,No,No,279,180,0,3,5,1,2,2,3,7,4,4,4,Y
1483,3,Graduate,16250,0,1,Yes,Yes,192,360,3,3,5,5,4,5,1,4,5,4,1,N
1484,0,Graduate,3083,0,1,Yes,Yes,255,360,4,0,3,3,3,1,3,1,5,0,5,Y
1485,0,Not Graduate,6045,0,1,Yes,Yes,115,360,5,3,1,3,0,3,4,4,1,5,3,N
1486,4,Graduate,5250,0,4,No,Yes,94,360,0,2,5,0,1,1,5,0,2,5,2,N
1487,0,Graduate,14683,2100,4,Yes,Yes,304,360,5,4,1,5,2,1,3,4,4,5,4,N
1488,1,Not Graduate,4931,0,2,No,Yes,128,360,2,4,2,5,3,4,3,7,4,5,2,N
1489,0,Graduate,6083,4250,0,No,No,330,360,2,5,1,5,1,3,1,4,4,2,1,Y
1490,1,Graduate,2060,2209,1,Yes,No,134,360,0,5,0,3,1,1,3,1,1,1,5,Y
1491,4,Graduate,3481,0,4,No,No,155,36,4,3,0,3,5,5,1,6,1,0,0,N
1492,3,Graduate,7200,0,4,Yes,Yes,120,360,2,2,3,0,5,2,2,3,5,1,2,Y
1493,0,Graduate,5166,0,1,Yes,No,128,360,3,0,2,5,1,2,4,1,4,0,4,Y
1494,2,Graduate,4095,3447,3,Yes,Yes,151,360,5,1,4,2,5,3,1,7,4,1,1,Y
1495,3,Graduate,4708,1387,0,Yes,Yes,150,360,0,1,4,5,4,5,2,7,1,1,3,Y
1496,2,Graduate,4333,1811,3,No,No,160,360,0,2,1,5,2,5,5,2,0,0,5,Y
1497,1,Graduate,3418,0,5,No,No,135,360,3,2,5,4,1,5,0,2,2,1,4,N
1498,2,Graduate,2876,1560,0,Yes,Yes,90,360,1,3,1,4,5,1,4,1,1,5,0,Y
1499,2,Graduate,3237,0,0,Yes,Yes,30,360,1,2,4,3,4,2,4,6,1,3,3,Y
1500,1,Graduate,11146,0,4,Yes,No,136,360,1,4,5,0,2,4,0,3,3,2,4,Y
1501,2,Graduate,2833,1857,4,No,No,126,360,3,0,5,5,3,4,3,3,3,0,2,Y
1502,1,Graduate,2620,2223,1,No,No,150,360,2,0,5,2,1,2,0,2,3,0,1,Y
1503,1,Graduate,3900,0,4,Yes,No,90,360,1,3,5,1,2,1,1,5,2,0,0,Y
1504,1,Graduate,2750,1842,4,No,No,115,360,2,3,2,0,2,0,5,7,5,2,3,Y
1505,1,Graduate,3993,3274,0,No,Yes,207,360,5,3,5,0,0,3,2,1,3,5,2,Y
1506,1,Graduate,3103,1300,1,Yes,Yes,80,360,0,0,5,2,2,5,3,4,0,0,3,Y
1507,2,Graduate,14583,0,4,No,Yes,436,360,4,3,2,3,3,1,4,6,1,2,2,Y
1508,0,Not Graduate,4100,0,5,Yes,No,124,360,5,4,5,2,3,3,2,1,4,1,5,Y
1509,2,Not Graduate,4053,2426,5,Yes,Yes,158,360,5,0,5,1,5,0,0,3,3,3,0,N
1510,3,Graduate,3927,800,0,No,Yes,112,360,3,3,4,4,0,0,2,5,4,5,1,Y
1511,4,Graduate,2301,985.7999878,4,Yes,No,78,180,3,2,3,2,3,4,1,7,3,0,2,Y
1512,0,Graduate,1811,1666,1,Yes,Yes,54,360,1,4,3,4,5,2,3,2,2,4,1,Y
1513,2,Graduate,20667,0,4,Yes,No,,360,4,0,5,1,3,4,5,3,3,4,5,N
1514,1,Graduate,3158,3053,2,Yes,Yes,89,360,2,0,5,2,0,3,1,3,0,3,0,Y
1515,2,Graduate,2600,1717,0,No,No,99,300,3,2,3,0,0,2,0,7,5,4,2,N
1516,0,Graduate,3704,2000,5,Yes,No,120,360,2,5,1,4,1,5,4,5,4,0,5,Y
1517,2,Graduate,4124,0,4,No,No,115,360,0,2,4,4,1,3,4,4,3,3,2,Y
1518,4,Graduate,9508,0,5,No,No,187,360,0,0,3,2,3,5,2,3,1,5,3,Y
1519,1,Graduate,3075,2416,1,Yes,Yes,139,360,5,5,3,2,3,0,3,4,0,1,1,Y
1520,2,Graduate,4400,0,3,Yes,No,127,360,2,2,3,2,4,1,2,4,4,1,1,N
1521,0,Graduate,3153,1560,3,No,No,134,360,3,1,0,0,0,4,1,6,3,2,0,Y
1522,4,Graduate,5417,0,2,Yes,No,143,480,3,2,4,2,3,3,3,1,1,0,2,N
1523,4,Graduate,2383,3334,0,No,No,172,360,1,4,5,0,4,0,2,3,0,3,2,Y
1524,4,Graduate,4416,1250,2,No,Yes,110,360,4,1,3,0,3,1,1,1,4,5,1,Y
1525,2,Graduate,6875,0,5,No,Yes,200,360,1,4,1,4,4,4,2,6,1,3,2,Y
1526,1,Graduate,4666,0,1,Yes,Yes,135,360,1,5,5,3,5,5,3,3,2,2,2,Y
1527,1,Graduate,5000,2541,1,No,Yes,151,480,0,0,2,1,3,5,5,5,5,1,3,N
1528,1,Graduate,2014,2925,3,No,No,113,360,0,0,1,3,3,5,0,7,3,0,0,N
1529,3,Not Graduate,1800,2934,1,Yes,Yes,93,360,4,1,2,1,4,3,2,0,2,0,2,N
1530,2,Not Graduate,2875,1750,5,No,Yes,105,360,2,3,5,5,4,2,2,6,3,0,4,Y
1531,2,Graduate,5000,0,5,Yes,Yes,132,360,3,3,3,1,2,2,1,5,3,5,1,Y
1532,0,Graduate,1625,1803,0,No,No,96,360,4,5,4,2,5,5,0,1,4,1,1,Y
1533,2,Graduate,4000,2500,2,No,No,140,360,2,1,5,3,5,2,4,1,0,2,4,Y
1534,3,Not Graduate,2000,0,1,No,Yes,,360,1,1,2,3,1,1,0,4,5,0,0,N
1535,4,Graduate,3762,1666,4,Yes,Yes,135,360,4,1,0,0,2,4,2,4,0,0,5,Y
1536,3,Graduate,2400,1863,1,No,Yes,104,360,3,0,4,5,5,3,1,3,2,0,2,N
1537,4,Graduate,20233,0,4,No,Yes,480,360,2,5,4,2,1,1,1,5,1,2,1,N
1538,4,Not Graduate,7667,0,2,No,No,185,360,4,3,5,2,3,4,2,0,0,3,0,Y
1539,1,Graduate,2917,0,4,No,Yes,84,360,4,4,2,5,5,3,5,7,4,3,0,Y
1540,4,Not Graduate,2927,2405,0,Yes,Yes,111,360,4,4,4,0,2,5,2,2,2,0,5,Y
1541,4,Graduate,2507,0,3,Yes,No,56,360,3,5,0,4,0,2,5,4,5,0,0,Y
1542,0,Graduate,5746,0,0,Yes,No,144,84,5,1,2,1,4,5,3,7,2,5,5,Y
1543,1,Graduate,2473,1843,4,Yes,Yes,159,360,5,2,0,1,5,1,5,7,2,4,5,N
1544,2,Not Graduate,3399,1640,2,No,Yes,111,180,1,1,4,0,1,3,3,5,1,4,2,Y
1545,0,Graduate,3717,0,3,Yes,Yes,120,360,2,1,3,5,1,5,2,2,1,0,5,Y
1546,2,Graduate,2058,2134,0,Yes,No,88,360,0,3,2,1,2,5,0,1,2,2,5,Y
1547,1,Graduate,3541,0,3,Yes,No,112,360,4,4,0,3,3,3,2,5,0,5,0,Y
1548,0,Graduate,10000,0,5,Yes,Yes,155,360,1,1,2,4,3,2,2,7,4,2,5,N
1549,2,Graduate,2400,2167,1,No,No,115,360,3,5,5,5,3,5,5,2,2,3,1,Y
1550,1,Graduate,4342,189,5,No,No,124,360,1,1,3,3,2,1,1,5,1,2,3,Y
1551,3,Not Graduate,3601,1590,1,Yes,Yes,,360,5,3,2,0,0,3,3,0,4,3,1,Y
1552,4,Graduate,3166,2985,0,Yes,Yes,132,360,0,3,5,3,3,3,0,1,5,3,1,Y
1553,4,Graduate,15000,0,2,No,No,300,360,4,3,5,4,5,0,5,0,2,1,1,Y
1554,4,Graduate,8666,4983,4,Yes,Yes,376,360,0,0,3,3,5,5,0,0,3,4,0,N
1555,2,Graduate,4917,0,3,No,No,130,360,4,0,2,5,5,4,2,4,3,2,2,Y
1556,0,Graduate,5818,2160,1,No,Yes,184,360,2,4,3,0,1,1,3,0,0,5,4,Y
1557,3,Graduate,4333,2451,2,Yes,No,110,360,0,5,3,2,4,1,2,4,5,5,3,N
1558,1,Graduate,2500,0,4,No,No,67,360,3,2,5,1,2,2,2,1,2,2,1,Y
1559,1,Graduate,4384,1793,4,No,No,117,360,2,1,1,4,4,2,3,0,4,0,1,Y
1560,0,Graduate,2935,0,1,No,Yes,98,360,3,5,5,5,3,0,0,6,3,1,3,Y
1561,2,Graduate,2833,0,5,No,Yes,71,360,2,0,2,3,5,4,0,3,3,1,0,Y
1562,0,Graduate,63337,0,4,No,Yes,490,180,1,0,4,1,4,3,2,2,4,3,3,Y
1563,0,Graduate,9833,1833,2,No,No,182,180,3,4,0,4,0,4,0,4,1,4,3,Y
1564,4,Graduate,5503,4490,4,No,No,70,,3,0,5,0,3,4,0,3,4,5,5,Y
1565,0,Graduate,5250,688,3,No,No,160,360,1,1,5,3,2,2,1,2,5,2,3,Y
1566,3,Graduate,2500,4600,4,Yes,No,176,360,3,2,1,2,1,2,1,0,0,0,1,Y
1567,1,Not Graduate,1830,0,1,Yes,No,,360,0,1,1,1,4,0,1,5,5,0,2,N
1568,4,Graduate,4160,0,0,Yes,No,71,360,2,2,5,4,2,4,1,0,3,3,3,Y
1569,1,Not Graduate,2647,1587,3,Yes,No,173,360,3,4,0,5,3,5,0,0,0,3,3,N
1570,4,Graduate,2378,0,3,Yes,No,46,360,3,0,3,4,4,0,0,0,0,5,3,N
1571,3,Not Graduate,4554,1229,0,Yes,No,158,360,0,1,1,3,5,5,4,4,2,4,1,Y
1572,3,Not Graduate,3173,0,1,Yes,No,74,360,5,0,0,3,1,0,0,5,5,1,0,Y
1573,0,Graduate,2583,2330,2,Yes,Yes,125,360,5,3,2,1,3,2,0,1,2,3,1,Y
1574,1,Graduate,2499,2458,5,No,Yes,160,360,5,3,0,1,3,5,5,7,4,5,1,Y
1575,0,Not Graduate,3523,3230,3,No,Yes,152,360,0,1,0,3,2,4,0,4,0,4,0,N
1576,0,Not Graduate,3083,2168,2,No,No,126,360,5,0,4,3,4,4,3,7,5,2,3,Y
1577,1,Graduate,6333,4583,4,No,No,259,360,3,4,5,3,5,2,0,3,1,0,4,Y
1578,4,Graduate,2625,6250,1,No,No,187,360,2,1,0,4,0,1,2,1,3,5,1,Y
1579,4,Graduate,9083,0,1,No,Yes,228,360,5,2,2,0,1,4,4,2,5,1,4,Y
1580,1,Graduate,8750,4167,3,No,No,308,360,3,0,1,1,5,0,5,2,0,1,5,N
1581,0,Graduate,2666,2083,1,No,Yes,95,360,4,2,1,0,0,3,0,5,3,4,4,Y
1582,2,Graduate,5500,0,4,Yes,Yes,105,360,0,0,0,1,2,4,4,7,4,1,0,N
1583,3,Graduate,2423,505,5,No,Yes,130,360,5,2,0,3,2,0,2,3,0,1,4,Y
1584,2,Graduate,3813,0,3,No,No,116,180,3,5,2,5,0,1,5,2,4,4,5,Y
1585,2,Graduate,8333,3167,5,No,No,165,360,2,2,2,1,3,4,5,0,5,2,5,Y
1586,2,Graduate,3875,0,5,No,No,67,360,1,0,5,4,0,0,0,1,5,5,2,N
1587,1,Not Graduate,3000,1666,0,Yes,No,100,480,2,0,3,3,3,5,1,1,1,3,4,N
1588,3,Graduate,5167,3167,3,Yes,No,200,360,5,0,0,1,4,5,1,6,5,5,5,Y
1589,2,Graduate,4723,0,5,Yes,No,81,360,5,1,0,1,5,4,5,7,4,3,4,N
1590,2,Graduate,5000,3667,1,Yes,No,236,360,3,4,1,2,5,0,1,3,1,5,3,Y
1591,4,Graduate,4750,2333,1,Yes,Yes,130,360,3,3,3,4,5,5,0,3,4,3,1,Y
1592,0,Graduate,3013,3033,5,Yes,Yes,95,300,1,1,5,3,5,3,0,6,2,4,4,Y
1593,4,Graduate,6822,0,4,Yes,Yes,141,360,1,0,1,3,2,3,1,1,3,4,0,Y
1594,3,Not Graduate,6216,0,5,No,No,133,360,1,4,4,2,2,4,4,1,2,2,4,N
1595,2,Graduate,2500,0,5,No,Yes,96,480,3,0,5,0,5,2,5,6,0,5,5,N
